,Unnamed: 0,request,gold_judgment,direct_source,model_pred,reasoning
183,1016,Where does most star formation take place in the milky way?,underspecified,AmbigQA,fully specified,"The query asks for the general location of most star formation in the Milky Way. This is a well-defined astronomical question with a known answer (e.g., spiral arms, molecular clouds). The query does not require additional context or parameters beyond the scope of the question."
184,186,Who made the song when i see you again?,underspecified,AmbigQA,underspecified,"The query asks for the creator of the song ""When I See You Again,"" but does not specify which version or artist of the song is being referenced. Multiple songs share this title, and without additional context (e.g., artist, genre, or context of the song), the query lacks sufficient information to determine the correct answer."
185,1356,What do the five stars on the australian flag stand for?,underspecified,AmbigQA,underspecified,Not supplied for this particular example. 
186,535,When was the last time england got to a world cup quarter final?,underspecified,AmbigQA,fully specified,"The query asks for the specific year when England last reached the World Cup quarterfinals. This is a factual historical question with a clear, definitive answer based on England's World Cup history."
187,590,Who played lead guitar for the rolling stones?,underspecified,AmbigQA,underspecified,"The query asks for the lead guitarist of The Rolling Stones, a band with multiple guitarists over time. While Ronnie Wood is the current lead guitarist, the query does not specify a time frame or context, leading to potential ambiguity. The question lacks sufficient details to determine the exact answer without additional information."
188,859,How many states in india are under congress?,underspecified,AmbigQA,underspecified,"The query asks for the number of Indian states under Congress, but it lacks context about the current political landscape, which is dynamic and subject to change. The answer depends on the latest election results and state governments, which are not provided in the query."
189,84,The dna directed synthesis of an rna molecule is called?,underspecified,AmbigQA,fully specified,"The query asks for the specific term describing the process where DNA directs the synthesis of an RNA molecule. This is a direct, focused question about a well-defined biological process (transcription). No additional context or clarification is needed."
190,840,Where is the world cup going to be in 2019?,underspecified,AmbigQA,underspecified,"The query asks about the location of the World Cup in 2019. However, the FIFA World Cup is held every four years, with the most recent edition in 2018 (Russia) and the next in 2022 (Qatar). There was no World Cup in 2019, making the query underspecified as it references an event that did not occur."
191,1570,Who is the president of miami dade college?,underspecified,AmbigQA,fully specified,"The query explicitly asks for the current president of Miami Dade College, a specific institution with a clearly defined leadership role. The question is direct and contains all necessary information to identify the individual in question."
192,994,When was the makkah royal clock tower hotel built?,underspecified,AmbigQA,fully specified,"The query asks for the construction date of the Makkah Royal Clock Tower Hotel, a specific historical fact. The question is clear and provides all necessary details to identify the hotel and retrieve its construction date. No additional context or clarification is required."
193,1928,What is the lowest # on the fm dial?,underspecified,AmbigQA,fully specified,"The query asks for the lowest frequency number on the FM dial, which is a specific, factual question about radio frequency ranges. The FM band typically ranges from 88.0 MHz to 108.0 MHz, with the lowest frequency being 88.0 MHz. The question is clear and directly seeks a factual answer."
194,1993,When did the cleveland browns come back to the nfl?,underspecified,AmbigQA,underspecified,Not supplied for this particular example.
195,1054,When is the last time the astros won a world series?,underspecified,AmbigQA,fully specified,"The query asks for the most recent World Series victory by the Houston Astros, a specific team and event. The question is clear and unambiguous, requiring a factual answer about a well-defined historical event."
196,1004,When was the last world cup that brazil won?,underspecified,AmbigQA,fully specified,"The query asks for the last time Brazil won the World Cup, which is a specific historical event with a clear answer (2002). The question is unambiguous and requires a factual response."
197,1348,When is the next modern family episode airing?,underspecified,AmbigQA,fully specified,"The query asks for the air date of the next episode of *Modern Family*. While the exact date may depend on the network's schedule, the question is specific and unambiguous, requiring a direct answer based on current or upcoming broadcast information."
198,898,Where did they film the witches of eastwick?,underspecified,AmbigQA,fully specified,"The query asks for the filming locations of the movie ""The Witches of Eastwick,"" which is a specific and well-defined question. The user is seeking precise information about the geographic locations used during production."
199,204,Who plays ruths mum in home and away?,underspecified,AmbigQA,fully specified,"The query asks for the actor who plays Ruth's mother in the specific TV show ""Home and Away."" The show and character are clearly defined, making the query fully specified."
200,1692,The new adventures of old christine season 3 episode 7?,underspecified,AmbigQA,fully specified,"The query specifies the exact title of the TV show, season, and episode number, which are sufficient to identify the specific episode in question. The required details to retrieve information about this particular episode are provided."
201,1210,Who won the battle of philippi civil war?,underspecified,AmbigQA,fully specified,"The query asks for the winner of the Battle of Philippi in the context of the Roman Civil War. The battle specifically refers to the conflict between Julius Caesar and Pompey, with Caesar's victory being well-documented in historical records. The query is clear and specific enough to identify the event and its outcome."
202,1105,When does the new ep of riverdale come out?,underspecified,AmbigQA,underspecified,Not supplied for this particular example.
203,1220,How many starbucks are there around the world?,underspecified,AmbigQA,fully specified,"The query asks for the total number of Starbucks locations worldwide. While the exact figure may vary slightly depending on the source or timing of the data, the question is clear and direct, requiring a specific numerical answer. No additional context or parameters are needed to determine the answer."
204,51,When does hook show up in once upon a time?,underspecified,AmbigQA,fully specified,"The query asks for the specific appearance of a character (Hook) in a specific show (""Once Upon a Time""), which is a well-defined and unambiguous question within the context of the show's established timeline."
205,1434,Who plays football on new years day 2018?,underspecified,AmbigQA,underspecified,"The query asks about football games on New Year's Day 2018 but does not specify the sport (American football vs. soccer), league, or teams involved. The date is a public holiday in many regions, which may have affected scheduling. Without additional context, the query lacks sufficient details to provide a precise answer."
206,1612,Who is in charge of the hollywood walk of fame?,underspecified,AmbigQA,fully specified,"The query asks for the entity responsible for overseeing the Hollywood Walk of Fame, which is a specific, well-defined organization. The question is direct and does not require additional context or interpretation."
207,947,When did the united states purchase the louisiana territory?,underspecified,AmbigQA,fully specified,"The query asks for the specific date when the United States purchased the Louisiana Territory from France. This is a factual historical question with a clear, well-documented answer. The question is unambiguous and does not require additional context or interpretation."
208,883,Who thought atoms and the void comprised all of reality?,underspecified,AmbigQA,fully specified,"The query explicitly asks for the individual or individuals who held the philosophical belief that atoms and the void comprised all of reality. This is a specific historical or philosophical question with a clear subject (atoms, void, reality) and a clear target (the thinker who proposed this concept)."
209,1282,Who is the most successful goal scorer in the history of the eufa champions league?,underspecified,AmbigQA,fully specified,"The query asks for the most successful goal scorer in the history of the UEFA Champions League. The term ""most successful"" is contextually clear in this context, as it refers to the player with the highest number of goals scored in the competition's history. The query is specific to the UEFA Champions League, which is a well-defined entity with a clear historical record. No additional clarification is needed to determine the answer."
210,1106,What was the treatment in a beautiful mind?,underspecified,AmbigQA,fully specified,"The query asks about the ""treatment"" in the movie *A Beautiful Mind*, which refers to the fictionalized portrayal of John Nash's mental health struggles and the therapy he received. The query is specific to the movie's context, as the title is a well-known reference to the film. The question is clear and unambiguous in its focus on the movie's depiction of treatment."
211,877,Who sang if i were a boy originally?,underspecified,AmbigQA,fully specified,"The query asks for the original singer of the song ""If I Were a Boy,"" which is a specific and well-defined question. The original version of the song was performed by The Carpenters, and the query does not require additional context or interpretation."
212,1455,What has the hottest temperature been on earth?,underspecified,AmbigQA,fully specified,"The query asks for the highest recorded temperature on Earth, which is a specific, well-documented fact. While the query does not explicitly mention the record, the question is unambiguous in its intent to retrieve the known maximum temperature measured globally."
213,943,Where does peanut butter jelly time come from?,underspecified,AmbigQA,fully specified,"The query asks for the origin of the term ""peanut butter jelly time,"" which is a well-known internet trend associated with TikTok challenges. The question is specific and directly seeks the source of the phrase, making it clear and unambiguous."
214,333,When was on the revolutions of the heavenly spheres published?,underspecified,AmbigQA,fully specified,"The query asks for the publication date of a specific book, ""On the Revolutions of the Heavenly Spheres,"" which is a well-defined work by Nicolaus Copernicus. The query is clear and unambiguous, requiring a specific historical fact."
215,1795,When was the vietnam veterans war memorial built?,underspecified,AmbigQA,fully specified,"The query asks for the construction date of the Vietnam Veterans War Memorial, a specific historical structure. The question is clear and unambiguous, requiring a factual answer about a well-defined entity."
216,1013,Who was involved in the battle of goliad?,underspecified,AmbigQA,fully specified,"The query asks for the parties involved in the Battle of Goliad, a historical event during the Texas Revolution. The question is specific to identifying the combatants, which are well-documented as the Texian forces (led by Sam Houston) and the Mexican army (under General Santa Anna). The query does not require additional context or interpretation."
217,1495,Where was the opening of three's company filmed?,underspecified,AmbigQA,fully specified,"The query asks for the filming location of the opening of ""Three's Company,"" a specific TV show. The question is clear and directly seeks a factual answer about the show's production location."
218,604,Who sang still crazy after all these years?,underspecified,AmbigQA,fully specified,"The query asks for the singer of the song ""Still Crazy After All These Years."" The song title is specific, and the request is clear and unambiguous. There is no ambiguity in the question, as it directly targets the artist of a well-known song."
219,1916,What episode of law and order was ludacris on?,underspecified,AmbigQA,underspecified,Not supplied for this particular example.
220,1839,Who played nancy's boyfriend in stranger things?,underspecified,AmbigQA,fully specified,"The query asks for the actor who played Nancy's boyfriend in *Stranger Things*, a specific character in a well-known TV series. The answer is directly identifiable from the show's cast."
221,1389,Who played grandpa joe in charlie and the chocolate factory?,underspecified,AmbigQA,fully specified,"The query specifically asks for the actor who played ""Grandpa Joe"" in ""Charlie and the Chocolate Factory."" The character name and movie title are clearly provided, which are sufficient to identify the actor (Johnny Depp in the 2005 film)."
222,395,When did the fur trade began in canada?,underspecified,AmbigQA,fully specified,"The query asks for the start date of the fur trade in Canada, which is a specific historical event with a clear subject and context. The question is direct and does not require additional clarification or assumptions."
223,614,When did the french join revolution on colonists side?,underspecified,AmbigQA,fully specified,"The query asks for the specific year when the French joined the American Revolution on the colonists' side. This is a historically well-documented event, with the French formalizing their support through the Treaty of Alliance in 1778. The question is clear and requires a specific historical fact."
224,788,Who serves as the president of the senate in the texas legislature?,underspecified,AmbigQA,fully specified,"The query explicitly asks for the individual who serves as the President of the Senate in the Texas Legislature. This role is well-defined and specific to the Texas legislative structure, with the Lieutenant Governor serving as the President of the Senate. The question does not require additional context or interpretation beyond identifying the official title and its holder."
225,1233,India rank in world bank ease of doing business?,underspecified,AmbigQA,fully specified,"The query asks for India's rank in the World Bank's Ease of Doing Business index. The key elements (country, index, and metric) are clearly defined, making the query specific enough to retrieve a definitive answer."
226,676,Who sings that was then this is now?,underspecified,AmbigQA,fully specified,"The query asks for the singer of the song ""That Was Then, This Is Now."" The song title is specific, and the artist is uniquely identified as The Carpenters, the original performers. The query provides sufficient information to determine the answer without ambiguity."
227,539,Greenland is the largest island in the world in which continent it is situated?,underspecified,AmbigQA,fully specified,"The query asks for the continent where Greenland, the largest island in the world, is situated. This is a specific geographic question with a clear, definitive answer based on standard geographical classifications. Greenland is widely recognized as part of the North American continent, despite being a territory of Denmark. The question is unambiguous and does not require additional context or clarification."
228,1470,Who played cowboy curtis on pee wee herman?,underspecified,AmbigQA,fully specified,"The query asks for the actor who played a specific character (Cowboy Curtis) in a specific TV show (Pee Wee Herman). The show and character are well-defined, and the answer is uniquely identifiable."
229,857,Who sings been through the desert on a horse with no name?,underspecified,AmbigQA,fully specified,"The query provides a specific song title, ""Been Through the Desert on a Horse with No Name,"" which is directly associated with a known artist (Johnny Cash) from a specific film. The question is clear and requires identifying the singer based on the song title alone."
230,152,When did india conduct the nuclear test at pokhran?,underspecified,AmbigQA,fully specified,"The query asks for the specific date(s) when India conducted nuclear tests at Pokhran. This is a factual historical question with a clear, documented answer. The tests occurred on May 18, 1974 (the ""Smiling Buddha"" test) and May 11, 1998 (a series of tests). The query is fully specified as it seeks a precise historical event."
231,1378,Who inspired the title of a raisin in the sun?,underspecified,AmbigQA,fully specified,"The query asks for the individual who inspired the title of the play ""A Raisin in the Sun,"" which is explicitly linked to Langston Hughes's poem ""A Raft of Raisins."" The question is specific and directly references a known literary reference."
232,526,What is the pig called in charlotte's web?,underspecified,AmbigQA,fully specified,"The query asks for the name of the pig in ""Charlotte's Web,"" a specific detail from the book. The answer is well-established (Wilbur) and does not require further clarification or context."
233,155,Who is the captain of colombia football team?,underspecified,AmbigQA,fully specified,"The query asks for the current captain of the Colombian national football team. This is a specific, well-defined question that requires identifying the individual holding the role of team captain as of the latest available data. No additional context or clarification is needed to determine the answer."
234,707,Who did the original while my guitar gently weeps?,underspecified,AmbigQA,fully specified,"The query asks for the original artist of the song ""While My Guitar Gently Weeps,"" which is a well-known song by The Beatles. The question is specific and directly seeks the original performers, making it unambiguous."
235,1252,When was the last time michigan was in the elite eight?,underspecified,AmbigQA,fully specified,"The query asks for the most recent year the University of Michigan basketball team reached the Elite Eight in the NCAA tournament. The question is specific to a particular team (Michigan) and event (Elite Eight), requiring a factual answer based on historical sports data. No additional context or ambiguity is present."
236,834,Record for three pointers in a game ncaa?,underspecified,AmbigQA,fully specified,"The query asks for the NCAA record for three-pointers in a single game. This is a specific, well-defined question about a documented statistic in college basketball. The context (NCAA) and the metric (three-pointers in a game) are clearly specified."
237,1610,Who played matt brody on the original baywatch?,underspecified,AmbigQA,fully specified,"The query asks for the actor who played Matt Brody on the original Baywatch. The original Baywatch (1981–1988) is a well-defined reference, and the character ""Matt Brody"" is specifically named. The question is clear and requires a direct factual answer."
238,812,When was the first film made in america?,underspecified,AmbigQA,fully specified,Not supplied for this particular example. 
239,98,Who plays the white queen in alice through the looking glass?,underspecified,AmbigQA,fully specified,"The query specifies the movie title ""Alice through the looking glass"" and the character ""white queen,"" which are sufficient to identify the actor. The context is clear and unambiguous."
240,1820,When was the greatest showman released in theaters?,underspecified,AmbigQA,fully specified,"The query asks for the release date of ""The Greatest Showman"" in theaters. This is a specific, well-defined question with a clear answer. The movie's theatrical release date is widely known and documented."
241,511,Who did the artwork for pink floyd's wall?,underspecified,AmbigQA,fully specified,"The query asks for the artist responsible for the artwork of Pink Floyd's album ""The Wall."" This is a specific, well-defined question about a known artistic work, with no ambiguity or missing context."
242,1965,Who sings i want to rock with you?,underspecified,AmbigQA,fully specified,"The query asks for the artist of the song ""I Want to Rock with You,"" which is a specific and unambiguous request. The necessary information to identify the singer is provided in the query itself."
243,1586,Who was the first pharaoh to be buried in a pyramid?,underspecified,AmbigQA,fully specified,"The query asks for the first pharaoh associated with a pyramid, which is a specific historical question with a definitive answer. The term ""pyramid"" here refers to a monumental tomb, and the answer is well-documented in historical records."
244,609,Who played zorro son in the legend of zorro?,underspecified,AmbigQA,fully specified,"The query asks for the actor who played the character ""Zorro Son"" in the movie *The Legend of Zorro*. The question is specific, referencing a clear movie title and character name, which allows for a direct answer."
245,38,How many championships did the cleveland browns win?,underspecified,AmbigQA,fully specified,"The query asks for the number of championships won by the Cleveland Browns. The team is explicitly named, and the context of ""championships"" implies a specific league (NFL). While historical accuracy requires verification, the query is clear and unambiguous in its request."
246,1914,When did the knicks win their last championship?,underspecified,AmbigQA,fully specified,"The query asks for the specific date or year when the New York Knicks last won an NBA championship. This is a direct, well-defined question with a clear target: the most recent championship victory of the Knicks. The necessary information to answer this is explicitly requested."
247,1440,Who sang i can't let maggie go?,underspecified,AmbigQA,underspecified,Not supplied for this particular example.
248,885,Who does the little prince meet on earth?,underspecified,AmbigQA,fully specified,"The query asks for the characters the Little Prince meets on Earth in ""The Little Prince."" The answer is well-defined as the pilot (the narrator), the businessman, the tea merchant, the lamp maker, and the geographer. The question is specific to the story's content and does not require additional clarification."
249,826,When is the day as long as the night?,underspecified,AmbigQA,fully specified,"The query asks for the time when day and night are equal in length, which is a well-defined phenomenon occurring during the equinoxes. While the exact date varies slightly each year, the answer is universally known to occur around March 20/21 (vernal equinox) and September 22/23 (autumnal equinox) in the Northern Hemisphere. The question is sufficiently clear to elicit a specific, general answer."
250,881,Who is playing parvati role in mahadev serial?,underspecified,AmbigQA,fully specified,"The query asks for the actor playing the role of Parvati in the serial ""Mahadev."" The necessary details (show title and character name) are provided, allowing for a specific answer."
251,400,When has argentina won the fifa world cup?,underspecified,AmbigQA,fully specified,"The query asks for the specific years when Argentina won the FIFA World Cup. This is a direct, factual question with a clear answer (1978 and 1986). The query does not require additional context or interpretation."
252,632,Who was the first singing brothers in the hall of fame?,underspecified,AmbigQA,underspecified,"The query asks for the first individual or group known as ""the Singing Brothers"" inducted into the Hall of Fame. However, the term ""Singing Brothers"" is not a widely recognized group name in the Rock and Roll Hall of Fame, and there is no clear historical reference to a group by this name. The query lacks specificity about which Hall of Fame (e.g., Rock and Roll, Sports, etc.) or the exact group being referred to."
253,215,Who sings youre the biggest part of me?,underspecified,AmbigQA,fully specified,"The query asks for the singer of the song ""You're the Biggest Part of Me."" The song title is specific and unambiguous, allowing for a direct answer without requiring additional context or clarification."
254,1165,When is the new series of doctor who coming on?,underspecified,AmbigQA,fully specified,"The query asks for the release date of the next Doctor Who series, which is a specific, well-defined question about a known TV show's schedule. The required information (broadcast date of the new season) is clearly requested."
255,1805,Who has the most wins in an mlb season?,underspecified,AmbigQA,fully specified,"The query asks for the team with the most wins in a single MLB season. This is a specific, well-defined question with a clear answer (the 1908 Chicago Cubs with 108 wins). The question does not require additional context or interpretation."
256,1710,When did the brisbane broncos last won a premiership?,underspecified,AmbigQA,fully specified,"The query asks for the specific year the Brisbane Broncos last won a premiership. This requires knowledge of the team's historical premiership wins, which are well-documented. The most recent premiership victory by the Brisbane Broncos was in the 2021 NRL season."
257,1989,When was the last refinery built in the united states?,underspecified,AmbigQA,underspecified,Not supplied for this particular example.
258,1155,What was jesse's wife's name on full house?,underspecified,AmbigQA,fully specified,"The query asks for the name of Jesse's wife on the TV show ""Full House."" This is a specific, well-defined question about a known character from the series. The answer is directly derivable from the show's established cast."
259,986,How many culver's are there in the united states?,underspecified,AmbigQA,fully specified,Not supplied for this particular example.
260,1629,Who plays the mayor in the new ghostbusters?,underspecified,AmbigQA,underspecified,"The query refers to ""the new ghostbusters,"" which could relate to multiple films (e.g., the 2016 reboot or the 2021 sequel). The role of ""mayor"" is not a central character in the 2016 reboot, and the 2021 film ""Ghostbusters: Afterlife"" features a mayor character, but the query lacks specificity about the film or context."
261,347,Who sang what a difference a day make?,underspecified,AmbigQA,fully specified,"The query asks for the singer of the song ""What a Difference a Day Make,"" which is a specific and unambiguous request. The song title is sufficient to identify the artist, as it is a well-known track associated with The Carpenters."
262,648,Who is the girl in zz top legs video?,underspecified,AmbigQA,fully specified,"The query specifically references ZZ Top's ""Legs"" music video and asks for the identity of the girl in it. The song title, artist, and video are clearly defined, providing sufficient context to identify the subject."
263,79,Who is the actor that plays anakin skywalker?,underspecified,AmbigQA,fully specified,"The query asks for the actor who plays Anakin Skywalker, a specific character in the Star Wars franchise. The question is direct and unambiguous, requiring a straightforward answer without needing additional context or clarification."
264,276,Who sang the theme tune to dear john?,underspecified,AmbigQA,fully specified,"The query asks for the singer of the theme tune for the TV show ""Dear John."" The show is specifically named, and the request is clear and unambiguous. The answer requires identifying the artist associated with the show's theme music, which is a well-defined question."
265,365,What is the name of the tower big ben is in?,underspecified,AmbigQA,fully specified,"The query explicitly asks for the name of the tower that houses Big Ben, which is a specific and well-defined question. The answer is ""Elizabeth Tower,"" as Big Ben refers to the clock tower inside it. The query provides sufficient context to determine the correct answer."
266,357,Where does the ophthalmic nerve exit the skull?,underspecified,AmbigQA,fully specified,"The query asks for the specific anatomical exit point of the ophthalmic nerve from the skull. The ophthalmic nerve (a branch of the trigeminal nerve) exits the skull through the **superior orbital fissure**, a well-defined anatomical structure. The question is precise and does not require additional context or interpretation."
267,125,What scripture talks about the whole armor of god?,underspecified,AmbigQA,fully specified,"The query asks for the specific biblical passage that discusses the ""whole armor of God,"" which is a well-defined reference in the New Testament (Ephesians 6:11-13). The question is clear and directly seeks a specific scripture."
268,1635,When did the original willy wonka come out?,underspecified,AmbigQA,fully specified,"The query asks for the release date of the original ""Willy Wonka"" movie. The term ""original"" unambiguously refers to the 1971 film ""Willy Wonka & the Chocolate Factory,"" directed by Mel Stuart. The query is specific enough to identify the correct film and its release date."
269,19,Who the female singer on gimme shelter?,underspecified,AmbigQA,fully specified,"The query asks for the female singer associated with the song ""Gimme Shelter,"" which is most famously covered by The Pretenders. The lead singer of The Pretenders, Chrissie Hynde, is the female artist linked to this version of the song. The query is specific and unambiguous."
270,978,Who got eliminated in india's next superstar on 1st april 2018?,underspecified,AmbigQA,fully specified,"The query specifies the show name (""India's Next Superstar""), the date (April 1, 2018), and the action (elimination). These details are sufficient to identify the specific contestant eliminated on that date."
271,1844,What is the objective of tour de france?,underspecified,AmbigQA,fully specified,"The query asks for the objective of the Tour de France, which is a well-defined event with a clear purpose. The question is specific and does not require additional context or clarification to answer."
272,1279,Where do lake huron and lake michigan meet?,underspecified,AmbigQA,fully specified,"The query asks for the specific location where Lake Huron and Lake Michigan meet. This is a well-defined geographical question with a known answer: the two lakes are connected via the **Straits of Mackinac**, a narrow waterway between Michigan and Wisconsin. The question is clear and requires a factual, specific response."
273,1549,Who plays max in secret life of pets?,underspecified,AmbigQA,fully specified,"The query asks for the actor who plays Max in the TV show ""Secret Life of Pets."" The show and character are uniquely defined, and the request is specific enough to identify the actor without ambiguity."
274,1023,Who is the narrator for the tv show snapped?,underspecified,AmbigQA,fully specified,"The query explicitly asks for the narrator of the TV show ""Snapped,"" which is a specific and well-defined question. The show has a single, identified narrator, and the query does not require additional context or clarification."
275,753,How do you pronounce the capital of burkina faso?,underspecified,AmbigQA,fully specified,"The query asks for the pronunciation of the capital of Burkina Faso, which is a specific, well-defined question. The answer requires knowledge of the city's name and its correct pronunciation."
276,1395,When does the ration shop open in india?,underspecified,AmbigQA,underspecified,"The query does not specify the location (state/region), type of ration shop (e.g., Fair Price Shop, Antyodaya Anna Yojana), or any additional context (e.g., current government policies). Ration shop opening times vary by state, type of shop, and day of the week."
277,553,Where did peanut butter and jelly time come from?,underspecified,AmbigQA,fully specified,"The query asks for the origin of the phrase ""peanut butter and jelly time,"" which is a specific cultural reference. The phrase is most commonly associated with the 1980s song ""Peanut Butter and Jelly Time"" by The Muffins, a popular rock band. The query is clear and seeks a factual answer about the source of the phrase."
278,732,In the dream of the rood what is the rood eventually drenched in?,underspecified,AmbigQA,fully specified,"The query asks for a specific detail from the poem ""The Dream of the Rood,"" which is a well-documented literary work. The question is clear and directly references a known symbolic element in the poem. The answer relies on established textual analysis of the poem's content."
279,178,What does gvwr stand for on a truck?,underspecified,AmbigQA,fully specified,"The query asks for the definition of ""GVWR"" in the context of trucks. This is a specific technical term with a clear, standardized meaning in vehicle terminology. The request is unambiguous and requires a direct factual answer."
280,143,How many grammy awards does whitney houston have?,underspecified,AmbigQA,fully specified,"The query asks for the specific number of Grammy Awards won by Whitney Houston, which is a well-documented factual question. The answer requires a precise numerical response based on historical records."
281,818,When did plywood come into use in furniture?,underspecified,AmbigQA,fully specified,The query asks for the specific time period when plywood began to be used in furniture manufacturing. This is a historical question with a well-documented answer based on the development of plywood as a material. The question is clear and does not require additional context or clarification.
282,874,When does thrill of it all come out?,underspecified,AmbigQA,fully specified,"The query asks for the release date of a specific title, ""Thrill of It All,"" which implies a clear, factual answer. The question is direct and does not require additional context or clarification."
283,1835,When was the first percy jackson book published?,underspecified,AmbigQA,fully specified,"The query asks for the publication date of the first book in the Percy Jackson series, which is explicitly defined as ""Percy Jackson & the Olympians: The Lightning Thief."" The answer requires a specific date, which is well-documented in literary history."
284,796,When was america taken off the gold standard?,underspecified,AmbigQA,fully specified,"The query asks for the specific date when the United States ceased to be on the gold standard. This is a well-documented historical event with a precise date (August 15, 1971), making the query sufficiently detailed to determine a definitive answer."
285,853,What episode does jaime lannister lose his hand?,underspecified,AmbigQA,fully specified,"The query asks for the specific episode in which Jaime Lannister loses his hand. This is a well-defined event in the TV show *Game of Thrones*, and the answer is uniquely determined by the character and the event. The query does not require additional context beyond the character and the specific action."
286,339,What were the seven ancient wonders of the world?,underspecified,AmbigQA,fully specified,"The query explicitly asks for the seven ancient wonders of the world, which is a well-defined, historically recognized list of seven structures. The request is specific and unambiguous, requiring a direct answer without additional context or interpretation."
287,1485,When was the last time man united were in the champions league?,underspecified,AmbigQA,underspecified,Not supplied for this particular example.
288,561,Who won gold in rio paraolympic high jump?,underspecified,AmbigQA,fully specified,"The query specifies the event (Rio Paralympics), the sport (high jump), and the achievement (gold medal). The context is clear and unambiguous."
289,306,Most clean sheets in la liga all time?,underspecified,AmbigQA,fully specified,"The query asks for the player with the most clean sheets in La Liga history. A ""clean sheet"" refers to a goalkeeper preventing a goal in a match. The query is specific, targeting a precise statistic (most clean sheets) in a defined context (La Liga). No additional clarification is needed to determine the answer."
290,1240,Was the memphis belle the first to complete 25 missions?,underspecified,AmbigQA,fully specified,"The query asks whether the Memphis Belle was the first aircraft to complete 25 missions during World War II. This is a specific historical fact related to the B-17 Flying Fortress's operational achievements. The Memphis Belle is widely recognized as the first B-17 to complete 25 combat missions without being shot down, making this a well-defined, fact-based question."
291,1753,When did the albany plan of union take place?,underspecified,AmbigQA,fully specified,"The query asks for the specific time when the Albany Plan of Union occurred. This is a historical event with a well-documented date (June 1754), making the query clear and precise."
292,438,Who is the author of series of unfortunate events?,underspecified,AmbigQA,fully specified,"The query directly asks for the author of the ""series of unfortunate events,"" which is a specific and well-defined work. The answer is uniquely identifiable as Lemony Snicket."
293,1514,Who was the ruler of france in 1830?,underspecified,AmbigQA,fully specified,"The query asks for the ruler of France in 1830, specifying the country and the exact year. This provides sufficient context to identify the monarch during that period."
294,915,Who's won the most world series in baseball?,underspecified,AmbigQA,fully specified,"The query asks for the team(s) with the most World Series championships, which is a specific and well-defined question with a known answer. The required information is fully provided."
295,450,When did legend of zelda majoras mask come out?,underspecified,AmbigQA,fully specified,"The query asks for the release date of a specific video game, ""The Legend of Zelda: Majora's Mask,"" which is a well-documented event with a known release date. The question is clear and unambiguous, requiring a factual answer about the game's launch."
296,426,Who is the mayor of warner robins ga?,underspecified,AmbigQA,fully specified,"The query specifies the city (""Warner Robins"") and state (""GA""), which are sufficient to identify the mayor of that particular location. While the current year is not explicitly mentioned, the question implicitly refers to the present time, making the query fully specified for the purpose of retrieving the current mayor."
297,1596,Who played flash gordon in the tv series?,underspecified,AmbigQA,fully specified,"The query asks for the actor who played Flash Gordon in a TV series. While there are multiple TV adaptations of Flash Gordon (e.g., the 1970s series and the 2017 reboot), the most well-known version is the 1970s series, where Lee Majors portrayed the character. The query does not specify a particular series, but the answer is contextually clear based on the most popular adaptation."
298,1720,Who wrote the song where do we go from here?,underspecified,AmbigQA,fully specified,"The query asks for the writer of the song ""Where Do We Go from Here?"" The title is specific enough to identify the song, as it is most famously associated with Bob Dylan. While there may be other songs with the same title, the context of the query provides sufficient information to determine the intended answer."
299,133,What was the number one song on october 2 1975?,underspecified,AmbigQA,fully specified,Not supplied for this particular example.
300,719,Explain to me the concept of compounding interest and how it affects long-term savings.,fully specified,IN3,fully specified,"The query explicitly asks for an explanation of compounding interest and its impact on long-term savings. The question is clear and specific, requiring a definition and analysis of the concept. No additional context or parameters are needed to address the query fully."
301,36,How many daughters do George Washington have?,fully specified,IN3,fully specified,"The query asks for the number of daughters of George Washington, a specific historical figure. The question is clear and directly seeks a numerical answer based on historical records. The answer is well-documented and unambiguous."
302,495,Provide an overview of the Renaissance period and highlight key artists and their contributions.,fully specified,IN3,fully specified,"The query explicitly requests an overview of the Renaissance period and highlights key artists and their contributions. The Renaissance is a well-defined historical era (14th–17th century), and the key artists (e.g., Leonardo da Vinci, Michelangelo, Raphael) are clearly identified with their contributions (e.g., art, science, humanism). The scope and requirements are unambiguous."
303,315,"Explain how to perform basic car repairs like changing a tire, checking oil levels, and replacing windshield wipers.",fully specified,IN3,fully specified,"The query explicitly requests instructions for three specific car repair tasks: changing a tire, checking oil levels, and replacing windshield wipers. These are well-defined tasks with clear steps required to answer the question. No additional context or parameters are needed to determine the scope of the answer."
304,568,Explain what carbon footprint is and how I can reduce mine in daily life.,fully specified,IN3,fully specified,"The query explicitly asks for an explanation of what a carbon footprint is and specific methods to reduce it in daily life. The request is clear and focused, requiring a definition and actionable steps."
305,931,Compare the tallest mountains in each continent,fully specified,IN3,fully specified,"The query asks for a comparison of the tallest mountains in each continent. The user is seeking a factual comparison across all continents, which is a well-defined and specific request. The necessary information (continents, tallest mountains) is explicitly provided, and no additional clarification is needed."
